House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Arnold Springs,Simon,Pearson,45,Lodger,Single,Male,Pharmacologist,None,None
2,Arnold Springs,Nicholas,Smith,32,Lodger,Divorced,Male,Charity officer,None,Catholic
3,Arnold Springs,Janice,Talbot,42,Head,Single,Female,Clinical molecular geneticist,None,None
3,Arnold Springs,Joanna,Hodgson,33,None,Single,Female,Tourism officer,None,Catholic
3,Arnold Springs,Jason,Parker,40,None,Single,Male,"Designer, interior/spatial",None,Christian
4,Arnold Springs,Michelle,Graham,43,Head,Married,Female,Manufacturing systems engineer,None,None
4,Arnold Springs,Jeffrey,Graham,44,Husband,Married,Male,Fast food restaurant manager,None,None
4,Arnold Springs,Jeffrey,Graham,23,Son,Single,Male,"Journalist, magazine",None,None
4,Arnold Springs,Allan,Foster-Graham,22,Son,Single,Male,University Student,None,None
4,Arnold Springs,Emily,Foster-Graham,22,Daughter,Single,Female,University Student,None,None
4,Arnold Springs,Carly,Foster-Graham,21,Daughter,Divorced,Female,University Student,None,None
4,Arnold Springs,George,Foster-Graham,17,Son,NA,Male,Student,None,NA
5,Arnold Springs,Edward,Martin,32,Head,Widowed,Male,Chief Strategy Officer,None,Catholic
6,Arnold Springs,Marion,Smith,39,Head,Married,Female,Merchant navy officer,None,Methodist
6,Arnold Springs,Tom,Smith,43,Husband,Married,Male,Clinical molecular geneticist,None,None
6,Arnold Springs,Shaun,Smith,12,Son,NA,Male,Student,None,NA
7,Arnold Springs,Jake,Baker,65,Head,Widowed,Male,"Scientist, audiological",None,None
8,Arnold Springs,Karl,Cox,44,Head,Single,Male,"Doctor, general practice",None,Methodist
8,Arnold Springs,Helen,Marshall,60,None,Divorced,Female,Legal secretary,None,Christian
9,Arnold Springs,Christine,Williams,76,Head,Married,Female,Retired Merchant navy officer,None,Christian
9,Arnold Springs,Andrew,Williams,72,Husband,Married,Male,Retired Solicitor,None,None
9,Arnold Springs,Jodie,Williams,39,Daughter,Single,Female,Health promotion specialist,None,None
9,Arnold Springs,Megan,Williams,36,Daughter,Single,Female,"Surveyor, hydrographic",None,None
10,Arnold Springs,Alison,Powell,39,Head,Divorced,Female,"Education officer, museum",None,Christian
10,Arnold Springs,Pamela,Powell,9,Daughter,NA,Female,Student,None,NA
10,Arnold Springs,Brian,Powell,5,Son,NA,Male,Student,None,NA
10,Arnold Springs,Joe,Powell,1,Son,NA,Male,Child,None,NA
11,Arnold Springs,Alison,Bailey,38,Head,Single,Female,Unemployed,None,Christian
11,Arnold Springs,Jason,Jones,44,Partner,Single,Male,Unemployed,None,Christian
11,Arnold Springs,Howard,Bailey,4,Son,NA,Male,Child,None,NA
12,Arnold Springs,Amelia,Mitchell,52,Head,Married,Female,Barrister,None,Christian
12,Arnold Springs,Liam,Mitchell,54,Husband,Married,Male,Naval architect,None,Christian
12,Arnold Springs,Sarah,Mitchell,18,Daughter,Divorced,Female,Student,None,Christian
12,Arnold Springs,Sophie,Mitchell,14,Daughter,NA,Female,Student,None,NA
13,Arnold Springs,Annette,Parker,28,Head,Married,Female,Unemployed,None,Methodist
13,Arnold Springs,Brandon,Parker,28,Husband,Married,Male,Minerals surveyor,None,None
13,Arnold Springs,Amy,Parker,3,Daughter,NA,Female,Child,None,NA
13,Arnold Springs,Wendy,Parker,1,Daughter,NA,Female,Child,None,NA
14,Arnold Springs,Paula,Butcher,51,Head,Single,Female,Industrial/product designer,None,Christian
14,Arnold Springs,Liam,Hyde,49,Partner,Single,Male,Press photographer,None,None
14,Arnold Springs,Steven,Butcher,14,Son,NA,Male,Student,None,NA
15,Arnold Springs,Leanne,Griffiths,46,Head,Single,Female,"Geologist, engineering",None,Methodist
15,Arnold Springs,Henry,Greenwood,55,Partner,Single,Male,Chief Technology Officer,None,Methodist
15,Arnold Springs,Nicholas,Griffiths,14,Son,NA,Male,Student,None,NA
15,Arnold Springs,David,Griffiths,11,Son,NA,Male,Student,None,NA
16,Arnold Springs,Claire,Smith,47,Head,Married,Female,"Editor, commissioning",None,Christian
16,Arnold Springs,John,Smith,50,Husband,Married,Male,Psychiatric nurse,None,None
16,Arnold Springs,Rebecca,Smith,12,Daughter,NA,Female,Student,None,NA
17,Arnold Springs,Natalie,Gill,43,Head,Married,Female,Environmental consultant,None,Catholic
17,Arnold Springs,Justin,Gill,51,Husband,Married,Male,Neurosurgeon,None,Catholic
17,Arnold Springs,Kimberley,Gill,14,Daughter,NA,Female,Student,None,NA
17,Arnold Springs,Howard,Gill,14,Son,NA,Male,Student,None,NA
18,Arnold Springs,Sophie,Fox,73,Head,Divorced,Female,Retired Corporate treasurer,None,None
18,Arnold Springs,Gillian,Fox,34,Daughter,Single,Female,Chartered public finance accountant,None,None
18,Arnold Springs,Dean,Fox,31,Son,Single,Male,Technical author,None,None
18,Arnold Springs,Alice,Fox,25,Daughter,Single,Female,Magazine features editor,None,None
19,Arnold Springs,Leon,Ellis,33,Head,Married,Male,"Exhibitions officer, museum/gallery",None,Catholic
19,Arnold Springs,Ruth,Ellis,34,Wife,Married,Female,Call centre manager,None,Catholic
19,Arnold Springs,Zoe,Stokes,47,Lodger,Divorced,Female,Toxicologist,None,Catholic
19,Arnold Springs,Leon,North,56,Cousin,Single,Male,Newspaper journalist,None,Methodist
20,Arnold Springs,Angela,Preston,36,Head,Married,Female,"Administrator, local government",None,None
20,Arnold Springs,Darren,Preston,35,Husband,Married,Male,Contractor,None,None
20,Arnold Springs,Marcus,Preston,7,Son,NA,Male,Student,None,NA
21,Arnold Springs,Victoria,Thomas,47,Head,Married,Female,Haematologist,None,None
21,Arnold Springs,Derek,Thomas-Andrews,51,Husband,Married,Male,"Journalist, magazine",None,None
21,Arnold Springs,Dominic,Cox,18,Nephew,Single,Male,Student,None,None
21,Arnold Springs,Harry,Cox,15,Nephew,NA,Male,Student,None,NA
21,Arnold Springs,Denis,Clarke,12,Nephew,NA,Male,Student,None,NA
22,Arnold Springs,Gordon,Williams,35,Head,Single,Male,"Investment banker, operational",None,None
23,Arnold Springs,Brenda,Smith,55,Head,Married,Female,Training and development officer,None,Methodist
23,Arnold Springs,Phillip,Hodgson,63,Husband,Married,Male,Unemployed,None,None
23,Arnold Springs,Rosie,Smith,15,Daughter,NA,Female,Student,None,NA
24,Arnold Springs,Matthew,Hurst,41,Head,Single,Male,"Psychologist, prison and probation services",None,Catholic
24,Arnold Springs,Jemma,Kirk,40,Partner,Single,Female,Veterinary surgeon,None,Catholic
24,Arnold Springs,Olivia,Hurst,10,Daughter,NA,Female,Student,None,NA
25,Arnold Springs,Roger,Davison,63,Head,Divorced,Male,"Administrator, Civil Service",None,Catholic
25,Arnold Springs,Nicholas,Holden,14,Grandson,NA,Male,Student,None,NA
25,Arnold Springs,Duncan,Pratt,10,Grandson,NA,Male,Student,None,NA
25,Arnold Springs,June,Pratt,9,Granddaughter,NA,Female,Student,None,NA
26,Arnold Springs,Abbie,Smith,77,Head,Widowed,Female,Retired Diplomatic Services operational officer,None,Methodist
26,Arnold Springs,Joan,Smith,44,Daughter,Single,Female,"Nurse, mental health",None,Methodist
26,Arnold Springs,Bruce,Smith,41,Son,Single,Male,Database administrator,None,None
26,Arnold Springs,Darren,Smith,37,Son,Divorced,Male,"Biochemist, clinical",None,None
27,Arnold Springs,Emma,Brown,38,Head,Married,Female,Meteorologist,None,Methodist
27,Arnold Springs,Albert,Brown-Morton,37,Husband,Married,Male,Chiropractor,None,Methodist
27,Arnold Springs,Anthony,Brown-Morton,3,Son,NA,Male,Child,None,NA
27,Arnold Springs,Neil,Brown-Morton,1,Son,NA,Male,Child,None,NA
28,Arnold Springs,Diana,Curtis,44,Head,Married,Female,"Designer, textile",None,None
28,Arnold Springs,Denis,Curtis,47,Husband,Married,Male,Information officer,None,None
28,Arnold Springs,Elliot,Curtis,17,Son,NA,Male,Student,None,NA
29,Arnold Springs,Marian,Shah,43,Head,Single,Female,Health visitor,None,Catholic
29,Arnold Springs,Allan,Nelson,51,Partner,Single,Male,Race relations officer,None,Catholic
29,Arnold Springs,Ashleigh,Shah,17,Daughter,NA,Female,Student,None,NA
30,Arnold Springs,Maurice,Taylor,24,Head,Married,Male,Chemical engineer,None,Sikh
30,Arnold Springs,Hazel,Taylor,24,Wife,Married,Female,Oceanographer,None,Sikh
31,Arnold Springs,Danielle,Dodd,36,Head,Married,Female,Mechanical engineer,None,Methodist
31,Arnold Springs,Charles,Dodd,43,Husband,Married,Male,Industrial/product designer,None,Methodist
31,Arnold Springs,Reece,Dodd,14,Son,NA,Male,Student,None,NA
32,Arnold Springs,Beverley,Jones,25,Head,Single,Female,Primary school teacher,None,None
32,Arnold Springs,Mitchell,White,27,Partner,Single,Male,"Psychotherapist, child",None,None
32,Arnold Springs,Keith,Jones,0,Son,NA,Male,Child,Disabled,NA
33,Arnold Springs,Kim,Matthews,45,Head,Married,Female,"Scientist, research (medical)",None,Christian
33,Arnold Springs,Bruce,Matthews,44,Husband,Married,Male,"Designer, graphic",None,None
33,Arnold Springs,Max,Matthews,12,Son,NA,Male,Student,None,NA
1,Kraken Drive,Janice,Matthews,53,Head,Married,Female,Building surveyor,None,None
1,Kraken Drive,Stanley,Matthews,54,Husband,Married,Male,Community arts worker,None,None
1,Kraken Drive,Susan,Matthews,32,Daughter,Single,Female,"Therapist, art",None,None
1,Kraken Drive,Diana,Matthews,28,Daughter,Single,Female,Oncologist,None,None
2,Kraken Drive,Janice,Cooper,42,Head,Divorced,Female,"Engineer, maintenance",None,Catholic
2,Kraken Drive,Holly,Cooper,22,Daughter,Divorced,Female,University Student,None,None
2,Kraken Drive,Jason,Cooper,21,Son,Single,Male,University Student,None,None
2,Kraken Drive,Lynn,Cooper,20,Daughter,Single,Female,University Student,None,Catholic
3,Kraken Drive,Josephine,Reed,73,Head,Single,Female,"Retired Scientist, research (physical sciences)",None,None
4,Kraken Drive,Kimberley,Morton,38,Head,Divorced,Female,Unemployed,None,None
4,Kraken Drive,Ruth,Morton,17,Daughter,NA,Female,Student,None,NA
5,Kraken Drive,Brian,Butler,38,Head,Single,Male,"Engineer, control and instrumentation",None,None
5,Kraken Drive,Brett,Smart,41,None,Single,Male,Unemployed,None,Christian
5,Kraken Drive,Owen,Lowe,42,None,Single,Male,Customer service manager,None,None
5,Kraken Drive,Iain,Ashton,33,None,Single,Male,Theatre director,None,None
6,Kraken Drive,Jasmine,Reid,22,Head,Single,Female,University Student,None,None
6,Kraken Drive,Raymond,Berry,32,Partner,Single,Male,"Production assistant, radio",None,None
6,Kraken Drive,Lorraine,Reid,5,Daughter,NA,Female,Student,None,NA
6,Kraken Drive,Joyce,Reid,5,Daughter,NA,Female,Student,None,NA
6,Kraken Drive,Maurice,Reid,2,Son,NA,Male,Child,None,NA
6,Kraken Drive,Denise,Waters,38,Lodger,Widowed,Female,Animator,None,None
7,Kraken Drive,Harriet,Hudson,70,Head,Married,Female,"Retired Teacher, primary school",None,Christian
7,Kraken Drive,Harry,Hudson,72,Husband,Married,Male,Retired Commercial art gallery manager,None,Christian
7,Kraken Drive,Leah,Hudson,29,Daughter,Single,Female,Interior and spatial designer,None,None
7,Kraken Drive,Kyle,Hudson,26,Son,Widowed,Male,Commercial horticulturist,None,None
8,Kraken Drive,Kevin,Walker,65,Head,Divorced,Male,Farm manager,None,None
9,Kraken Drive,Ruth,Wallace,30,Head,Single,Female,Mudlogger,None,None
9,Kraken Drive,Malcolm,Wallace,4,Son,NA,Male,Child,None,NA
10,Kraken Drive,Janice,Watson,64,Head,Single,Female,Equities trader,None,Christian
10,Kraken Drive,Joel,Robinson,69,Partner,Single,Male,Retired Best boy,None,Christian
11,Kraken Drive,Charlene,Marsh,61,Head,Married,Female,Unemployed,None,Christian
11,Kraken Drive,Maurice,Marsh,66,Husband,Married,Male,Games developer,None,Christian
11,Kraken Drive,Sara,Marsh,33,Daughter,Single,Female,Computer games developer,None,Christian
11,Kraken Drive,Julian,Marsh,31,Son,Divorced,Male,Hospital pharmacist,Deaf,Christian
11,Kraken Drive,Janet,Marsh,24,Daughter,Single,Female,Education administrator,None,None
12,Kraken Drive,Malcolm,Todd,67,Head,Divorced,Male,Furniture designer,None,None
13,Kraken Drive,Lauren,Jones,54,Head,Single,Female,Software engineer,None,None
13,Kraken Drive,Roger,Porter,55,Partner,Single,Male,Community education officer,None,None
13,Kraken Drive,Michael,Jones,20,Son,Divorced,Male,University Student,None,None
13,Kraken Drive,Bryan,Jones,14,Son,NA,Male,Student,None,NA
13,Kraken Drive,Christopher,Jones,12,Son,NA,Male,Student,None,NA
14,Kraken Drive,Megan,Bray,56,Head,Married,Female,Chiropractor,None,Christian
14,Kraken Drive,Stuart,Bray,58,Husband,Married,Male,Herpetologist,None,None
14,Kraken Drive,Hazel,Bray,32,Daughter,Single,Female,"Therapist, horticultural",None,Christian
15,Kraken Drive,Glenn,Wall,19,Head,Married,Male,University Student,None,None
15,Kraken Drive,Teresa,Wall,21,Wife,Married,Female,University Student,None,None
16,Kraken Drive,Claire,Chamberlain,47,Head,Single,Female,Medical technical officer,None,Sikh
16,Kraken Drive,Derek,Mitchell,47,None,Single,Male,Agricultural engineer,None,Catholic
17,Kraken Drive,Connor,Young,54,Head,Divorced,Male,Charity fundraiser,None,None
17,Kraken Drive,Sarah,Young,38,Daughter,Single,Female,"Designer, ceramics/pottery",None,None
17,Kraken Drive,Garry,Young,35,Son,Single,Male,Contracting civil engineer,None,None
17,Kraken Drive,Ann,Young,33,Daughter,Single,Female,Theatre manager,None,None
17,Kraken Drive,Declan,Young,30,Son,Single,Male,Unemployed,None,None
18,Kraken Drive,Ashleigh,Moran,82,Head,Married,Female,Retired Engineering geologist,None,Christian
18,Kraken Drive,Mathew,Moran,84,Husband,Married,Male,Retired Legal executive,None,Christian
19,Kraken Drive,Louise,Barry,79,Head,Married,Female,"Retired Engineer, electronics",None,None
19,Kraken Drive,Guy,Barry,81,Husband,Married,Male,"Retired Scientist, research (life sciences)",None,None
20,Kraken Drive,Sara,Moore,60,Head,Single,Female,Hydrographic surveyor,None,None
20,Kraken Drive,Ronald,Moore,15,Grandson,NA,Male,Student,None,NA
20,Kraken Drive,Katy,Foster,12,Granddaughter,NA,Female,Student,None,NA
20,Kraken Drive,Chloe,Foster,8,Granddaughter,NA,Female,Student,None,NA
20,Kraken Drive,Rita,Foster,4,Granddaughter,NA,Female,Child,None,NA
21,Kraken Drive,Michelle,Marshall,66,Head,Married,Female,"Therapist, drama",None,Christian
21,Kraken Drive,Kieran,Marshall,69,Husband,Married,Male,Retired Systems analyst,None,None
22,Kraken Drive,Glenn,Taylor,26,Head,Married,Male,Retail merchandiser,None,Christian
22,Kraken Drive,Sheila,Taylor,25,Wife,Married,Female,Immunologist,None,Christian
23,Kraken Drive,Roy,Brennan,27,Head,Married,Male,Aid worker,None,Muslim
23,Kraken Drive,Georgina,Brennan,24,Wife,Married,Female,"Programme researcher, broadcasting/film/video",None,Muslim
24,Kraken Drive,Henry,Roberts,41,Head,Married,Male,Quantity surveyor,None,Catholic
24,Kraken Drive,Abigail,Roberts,38,Wife,Married,Female,Magazine journalist,None,None
24,Kraken Drive,Aimee,Roberts,11,Adopted Daughter,NA,Female,Student,None,NA
24,Kraken Drive,Hazel,Roberts,7,Daughter,NA,Female,Student,None,NA
24,Kraken Drive,Suzanne,Roberts,5,Daughter,NA,Female,Student,None,NA
25,Kraken Drive,Kathleen,Green,87,Head,Single,Female,Retired Commercial horticulturist,None,Christian
26,Kraken Drive,Brandon,Ward,27,Head,Married,Male,"Presenter, broadcasting",None,Methodist
26,Kraken Drive,Kelly,Ward,26,Wife,Married,Female,Unemployed,None,Methodist
27,Kraken Drive,Kimberley,Ahmed,57,Head,Single,Female,"Surveyor, building",None,Christian
28,Kraken Drive,Sheila,Hewitt,44,Head,Married,Female,Sports therapist,None,None
28,Kraken Drive,Tony,Hewitt,45,Husband,Married,Male,Higher education lecturer,None,None
28,Kraken Drive,Lucy,Hewitt,21,Daughter,Single,Female,University Student,None,None
29,Kraken Drive,Paige,Coates,24,Head,Single,Female,"Geologist, engineering",None,Catholic
29,Kraken Drive,Sarah,Coates,3,Daughter,NA,Female,Child,None,NA
29,Kraken Drive,Emily,Coates,0,Daughter,NA,Female,Child, ,NA
29,Kraken Drive,Terry,Jones,50,Sibling,Single,Male,Herbalist,None,Christian
29,Kraken Drive,Molly,Hunter,35,Sibling,Divorced,Female,Operations geologist,None,None
30,Kraken Drive,Trevor,Johnson,25,Head,Married,Male,Museum/gallery conservator,None,Methodist
30,Kraken Drive,Paige,Johnson,19,Wife,Married,Female,University Student,None,Methodist
31,Kraken Drive,Angela,Ali,27,Head,Married,Female,Energy manager,None,None
31,Kraken Drive,Jordan,Ali,29,Husband,Married,Male,English as a second language teacher,None,None
32,Kraken Drive,Carole,Newman,76,Head,Married,Female,Retired Museum/gallery curator,None,Christian
32,Kraken Drive,Graeme,Newman,80,Husband,Married,Male,Retired Human resources officer,None,None
32,Kraken Drive,Shane,Newman,45,Son,Divorced,Male,Architect,None,Christian
32,Kraken Drive,William,Newman,45,Son,Single,Male,Unemployed,None,None
32,Kraken Drive,Gavin,Newman,44,Son,Single,Male,Health service manager,None,None
33,Kraken Drive,Kate,Allen,57,Head,Married,Female,Chief Operating Officer,None,None
33,Kraken Drive,Roy,Allen,57,Husband,Married,Male,Cartographer,None,None
33,Kraken Drive,Hollie,Allen,22,Daughter,Single,Female,University Student,None,None
33,Kraken Drive,Dominic,Allen,19,Son,Single,Male,University Student,None,None
34,Kraken Drive,Barbara,Ford,49,Head,Single,Female,Newspaper journalist,None,Methodist
35,Kraken Drive,Sean,Campbell,38,Head,Married,Male,"Runner, broadcasting/film/video",None,None
35,Kraken Drive,Rebecca,Campbell,36,Wife,Married,Female,Geoscientist,None,None
35,Kraken Drive,Damian,Campbell,7,Son,NA,Male,Student,None,NA
36,Kraken Drive,Kim,Briggs,32,Head,Married,Female,Geochemist,None,Christian
36,Kraken Drive,Denis,Briggs,34,Husband,Married,Male,"Engineer, site",None,None
36,Kraken Drive,Olivia,Briggs,0,Daughter,NA,Female,Child,None,NA
36,Kraken Drive,Rebecca,Berry,59,Lodger,Single,Female,"Buyer, retail",None,Christian
37,Kraken Drive,Steven,Brennan,43,Head,Single,Male,Unemployed,None,None
37,Kraken Drive,Gareth,Brennan,2,Step-Son,NA,Male,Child,None,NA
38,Kraken Drive,Jason,Stephens,69,Head,Widowed,Male,"Retired Designer, graphic",None,Methodist
39,Kraken Drive,Michelle,Smith,66,Head,Divorced,Female,"Physicist, medical",None,Christian
39,Kraken Drive,Marion,Smith,35,Daughter,Divorced,Female,Solicitor,None,Christian
40,Kraken Drive,Sara,Brown,39,Head,Single,Female,Unemployed,None,Catholic
40,Kraken Drive,Connor,Rees,38,Partner,Single,Male,Actuary,None,None
40,Kraken Drive,Carly,Brown,8,Daughter,NA,Female,Student,None,NA
40,Kraken Drive,Gary,Brown,4,Son,NA,Male,Child,None,NA
41,Kraken Drive,Jenna,Cunningham,62,Head,Single,Female,Unemployed,None,Christian
41,Kraken Drive,Teresa,Cunningham,35,Daughter,Single,Female,Learning disability nurse,None,None
41,Kraken Drive,Luke,Cunningham,31,Son,Divorced,Male,Arboriculturist,None,Christian
42,Kraken Drive,Tina,Burke,50,Head,Single,Female,Intelligence analyst,None,None
